id,name,category,dest,area,country,region,email,phone,website,address,lat,lng,hygiene,rating,source,channel,priority,status,email_status,segment_reason
74989195369ce65746b9,Andamanda Phuket,Water park,phuket,Old Town,TH,Asia,info@andamandaphuket.com,+6676646777,https://andamandaphuket.com,"333, 3, Tambon Kathu, Amphoe Kathu, Chang Wat Phuket 83120, Thailand",7.90261,98.36346,,4.3,osm,email,1,new,ok,TH: jurisdiction not yet assessed
b0ee1b62fa13ad1d5cb1,Aussie Divers Phuket,Tours & travel,phuket,Chalong,TH,Asia,info@aussiediversphuket.com,+66806961461,https://www.aussiediversphuket.com/,"43, 16 -17 Sunrise Rd, Rawai, Amphoe Mueang Phuket, Chang Wat Phuket 83130, Thailand",7.82105,98.3425,,5,osm,email,1,new,ok,TH: jurisdiction not yet assessed
a09e7f42439bd7d10452,John Gray's Sea Canoe,Tours & travel,phuket,Old Town,TH,Asia,info@johngray-seacanoe.com,+6676254505,https://johngray-seacanoe.com/,"80/25-28 หมู่ 6 อ่าวปอ Tambon Pa Klok, Amphoe Thalang, Chang Wat Phuket 83110, Thailand",7.90517,98.37333,,4.9,osm,email,1,new,ok,TH: jurisdiction not yet assessed
c8368a5d67886a822cab,'t Zwaantje,Restaurant,amsterdam,Amsterdam,NL,Europe,info@zwaantje-restaurant.nl,+31 20 623 2373,http://zwaantje-restaurant.nl/,12 Berenstraat 1016GH Amsterdam,52.37046,4.88381,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
5ca4f0f483bafdb86b4d,2nd Culture,Shopping,amsterdam,Amsterdam,NL,Europe,info@2ndculture.nl,,https://2ndculture.nl/,144 Haarlemmerdijk 1013JJ Amsterdam,52.38367,4.88558,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
4d730aabee922bf7141d,3SIXTY5,Gym & fitness,amsterdam,Amsterdam,NL,Europe,info@3sixty5.nl,,https://www.3sixty5.nl,44-H Albert Cuypstraat 1072CV Amsterdam,52.35455,4.88876,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
d163f2b65479b0a87dd4,4'33 Grand Café,Restaurant,amsterdam,Amsterdam,NL,Europe,info@433grandcafe.nl,+31 20 788 2090,https://www.433grandcafe.nl/,1 Piet Heinkade 1019BR Amsterdam,52.37839,4.91283,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
43abcb2dbc97b09cd603,8 Amsterdam Midtown Hairsalon,Beauty & spa,amsterdam,Amsterdam,NL,Europe,info@8amsterdam.nl,+31 20 7773415,https://8amsterdam.nl,79A Van Woustraat 1074AD Amsterdam,52.35511,4.90123,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
b60296ef4a15a099dd99,A Sentimento Pizza delivery and Catering,Street food,amsterdam,Amsterdam,NL,Europe,info@bestsolutionpizza.com,+31 6 45190156,https://www.asentimento.nl/,7P Ottho Heldringstraat 1066AZ Amsterdam,52.3499,4.8326,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
cd3d7cf8ba74151a0c20,A'dam Lookout,Viewpoint,amsterdam,,NL,Europe,info@adamlookout.com,+31 20 242 0100,https://www.adamlookout.com/,,52.38386,4.9021,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
523d9708d72ceeb8dc5a,A-Train Hotel,Hotel,amsterdam,Amsterdam,NL,Europe,info@atrainhotel.com,+31 20 624 1942,https://www.atrainhotel.com/,23 Prins Hendrikkade Amsterdam,52.37845,4.8964,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
985cb081e7a46e4f02cf,Aarti2,Street food,amsterdam,Amsterdam,NL,Europe,info@aarti2.nl,+31 20 486 7112,https://aarti2.nl,20 Tweede Hugo de Grootstraat 1052LD Amsterdam,52.37451,4.87386,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
0d5324cb9f285563f183,Abyssinia,Restaurant,amsterdam,Amsterdam,NL,Europe,info@abyssinia.nl,+31 6 14141833,https://abyssinia.nl/,190 Jan Pieter Heijestraat 1054JS Amsterdam,52.36043,4.86529,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
d1a6cdfca8a113f9baa1,Adam Restaurant,Restaurant,amsterdam,Amsterdam,NL,Europe,info@restaurantadam.nl,,https://www.restaurantadam.nl,515 Overtoom 1054LH Amsterdam,52.35785,4.85673,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
49cde12502097b76cc1b,Adam's Boats,Boat charter,amsterdam,,NL,Europe,info@adamsboats.com,+31 6 14316465,https://adamsboats.com,3 Mauritskade,52.36068,4.91094,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
bc2234fe6fc81864087d,Aiche,Shopping,amsterdam,Amsterdam,NL,Europe,info@aiche.world,,https://aiche.world,71-H Gerard Doustraat 1072VM Amsterdam,52.35572,4.89142,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
22fcd7e05b8b2e8df05e,Ajax Bike,Vehicle rental,amsterdam,Amsterdam,NL,Europe,info@ajaxbike.nl,,https://ajaxbike.nl,153-H Gerard Doustraat 1073VW Amsterdam,52.35676,4.8962,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
9c6e38e5aae89b1567f5,Ama Sushi & Ramen,Restaurant,amsterdam,Amsterdam,NL,Europe,info@amaramen.com,+31 20 2235478,https://amaramen.com,195-H Ceintuurbaan 1074CV Amsterdam,52.35511,4.90158,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
066b2fa4c07021a0c874,American Fitness,Beauty & spa,amsterdam,,NL,Europe,info@americanfitness.nl,+31 20 694 1358;+31 6 51905823,https://americanfitness.nl/,144 Blasiusstraat 1091CZ,52.35754,4.9133,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
aa063c8db4338b4190e5,American Nails,Beauty & spa,amsterdam,Amsterdam,NL,Europe,info@ivof.com,,https://nl.ivof.com/704/,123 Albert Cuypstraat 1072CS Amsterdam,52.3554,4.89201,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
08c7101e63b35548ae63,Ami,Café,amsterdam,Amsterdam,NL,Europe,info@ami.amsterdam,+31 20 235 8710,https://www.ami.amsterdam,51-H Eerste Van der Helststraat 1073AD Amsterdam,52.35501,4.8935,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
ae734f509d3fdb2c4bbf,Amra,Restaurant,amsterdam,Amsterdam,NL,Europe,info@amra.amsterdam,+31 6 2844 8162,https://amra.amsterdam/,6 Eerste Anjeliersdwarsstraat 1015NR Amsterdam,52.3781,4.88337,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
3ae3a3ffa5cfa0b2fe8c,Amrath Hotel,Hotel,amsterdam,Amsterdam,NL,Europe,info@amrathamsterdam.com,+31 20 552 0000,https://www.amrathamsterdam.nl,108-114 Prins Hendrikkade 1011AK Amsterdam,52.37446,4.90391,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
70158734da0727d899a0,Amstel Boathouse,Restaurant,amsterdam,Amsterdam,NL,Europe,info@amstelboathouse.nl,+31 20 22 11 505,https://amstelboathouse.nl/,223 Amsteldijk 1079LK Amsterdam,52.33858,4.90625,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
7569a4b7f0e7208abf6c,Amsterdam Cheese Museum,Museum,amsterdam,Amsterdam,NL,Europe,info@cheesemuseumamsterdam.com,+31 20 331 6605,https://www.cheesemuseumamsterdam.com/,112 Prinsengracht 1015EA Amsterdam,52.37638,4.88423,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
3da1177d0365c8606e0d,Amsterdam House Hotel,Hotel,amsterdam,Amsterdam,NL,Europe,info@amsterdamhouse.com,+31 20 624 6607,https://www.amsterdamhouse.com/,4 's-Gravelandse Veer 1011KM Amsterdam,52.3678,4.89647,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
be71fd6a89daa5ec03e8,Amsterdam Inn,Hotel,amsterdam,Amsterdam,NL,Europe,info@hotelamsterdaminn.com,+31 20 623 2221,https://hotelamsterdaminn.com,111 Leidsegracht 1017ND Amsterdam,52.3652,4.88074,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
6b291ee59109b985323e,Amsterdam Museum,Museum,amsterdam,Amsterdam,NL,Europe,info@amsterdammuseum.nl,,https://www.amsterdammuseum.nl/,92 Kalverstraat 1012PH Amsterdam,52.37043,4.89043,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
0366915e0c0a9c5cbb52,Amsterdam Wiechmann Hotel,Hotel,amsterdam,Amsterdam,NL,Europe,info@hotelwiechmann.nl,+31 20 626 3321,https://www.hotelwiechmann.nl,328-332 Prinsengracht 1016HX Amsterdam,52.369,4.88223,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
c1d85f7c3b648e8c62fe,Annapurna,Restaurant,amsterdam,Amsterdam,NL,Europe,info@annapurnakitchen.nl,+31 20 304 4132,https://annapurnakitchen.nl/,548-H Overtoom 1054LM Amsterdam,52.35841,4.85731,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
a7fb15863bd1aa613817,Apple Inn,Hotel,amsterdam,Amsterdam,NL,Europe,info@apple-inn.nl,+31 20 662 7894,https://www.apple-inn.nl/,93 Koninginneweg 1075CJ Amsterdam,52.35373,4.86559,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
fb51fdde430a40cb3218,Arendsnest,Bar,amsterdam,Amsterdam,NL,Europe,info@arendsnest.nl,+31 20 421 2057,https://www.arendsnest.nl,90 Herengracht 1015BS Amsterdam,52.37671,4.88926,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
f4ea2710458aa6646274,Arigato,Massage & spa,amsterdam,Amsterdam,NL,Europe,info@arigato.nl,,https://arigato.nl,213D Marnixstraat 1015VS Amsterdam,52.37849,4.87933,,,osm,email,2,new,ok,"NL: role address, professional B2B — permitted in some readings, opt-in in others. Confirm this market before sending."
