id,name,category,dest,area,country,region,email,phone,website,address,lat,lng,hygiene,rating,source,channel,priority,status,email_status,segment_reason
eb7d957ef6d6b3bca788,All Saints Church,Anglican Church,bath,Bath,GB,UK,office@allsaintsweston.org.uk,+441225447663,http://www.allsaintsonline.org.uk,"Church Rd, Bath, BA1 4BT",51.39549,-2.38829,5,,overture,email,1,new,ok,"category ""Anglican Church"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
8d4d8871a429b3cd2e4a,Bath Abbey,Place Of Worship,bath,Bath,GB,UK,office@bathabbey.org,+441225422462,https://www.bathabbey.org/,Abbey Churchyard BA1 1LT Bath,51.38143,-2.35885,5,,osm,email,1,new,ok,"category ""Place Of Worship"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
8e634a8cf30aeca98173,Bath TCG,Hobby Shop,bath,Bath,GB,UK,admin@bathtcg.co.uk,+441225667024,https://www.bathtcg.co.uk/,"4 Victoria Buildings, Bath, BA2 3EH",51.38126,-2.37448,5,,overture,email,1,new,ok,"category ""Hobby Shop"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
0a634b634d5060c493a9,Nourish Nutritional Therapy and Kinesiology Centre,Nutritionist,bath,Bath,GB,UK,hello@nourishcentre.co.uk,+441225332894,http://www.nourishcentre.co.uk/,"33 Gay Street, Bath, BA1 2NT",51.38446,-2.36321,5,,overture,email,1,new,ok,"category ""Nutritionist"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
33c54933cadc4452a1fd,Royal United Hospital,Hospital,bath,Bath,GB,UK,webmaster@ruh.nhs.uk,+441225428331,http://www.ruh.nhs.uk,"Combe Park, Bath, BA1 3NG",51.39077,-2.39166,5,,overture,email,1,new,ok,"category ""Hospital"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
36a8911f879a63c7db49,Widcombe Baptist Church,Baptist Church,bath,Bath,GB,UK,office@widcombe.org,+441225976810,http://www.widcombebaptistchurch.org,"Ebenezer Terrace, Bath, BA2 4JR",51.37669,-2.35332,4,,overture,email,1,new,ok,"category ""Baptist Church"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
8adcaf8b62e1609097ab,Apotheek Diemen Noord,Pharmacy,amsterdam,Diemen,NL,Europe,noord@diemerapotheek.nl,+31 20 400 0151,https://diemerapotheek.nl/,2 Houtbosch 1111ST Diemen,52.35185,4.97073,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
c2ec99f239d6366e95ff,Apotheek Nieuwe Houthaven,Pharmacy,amsterdam,Amsterdam,NL,Europe,info@apotheeknieuwehouthaven.nl,+31 20 820 2021,https://apotheeknieuwehouthaven.uwapothekeronline.nl,42 Revaleiland 1014ZG Amsterdam,52.39283,4.87934,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
64bdc6e6066ab7494a8a,BENU,Pharmacy,amsterdam,Amsterdam,NL,Europe,rozengracht@benu.nl,+31 20 6231051,https://www.benu.nl/apotheek/amsterdam/rozengracht,57-H Rozengracht 1016LS Amsterdam,52.37336,4.88117,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
5ae30a3c634cf71a0254,BENU,Pharmacy,amsterdam,Amsterdam,NL,Europe,tuindorpoostzaan@benu.nl,+31 20 6315237,https://www.benu.nl/apotheek/amsterdam/tuindorp-oostzaan,11 Meteorensingel 1033CB Amsterdam,52.41074,4.8929,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
955c6edcbf88f4187caa,Ferdinand Bol Apotheek,Pharmacy,amsterdam,Amsterdam,NL,Europe,info@ferdinandbolapotheek.nl,+31 20 6621256,https://www.ferdinandbolapotheek.nl,103-H Ferdinand Bolstraat 1072LE Amsterdam,52.35321,4.89118,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
f25a2fd6bd6757f9560f,Mediq Apotheek Buiksloter,Pharmacy,amsterdam,Amsterdam,NL,Europe,buiksloter@mediq-apotheek.nl,+31 20 633 1122,http://buiksloter.mediq-apotheek.nl,131 Banne Buikslootlaan 1034AC Amsterdam,52.40912,4.91463,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
ba85989311a791a2f927,Noordam Apotheek,Pharmacy,amsterdam,Amsterdam,NL,Europe,info@noordamserviceapotheek.nl,+31 20 636 67 49,https://www.serviceapotheek.nl/noordam,243 Buikslotermeerplein 1025XC Amsterdam,52.39885,4.93947,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
f221df9b365fe842ef2c,Service Apotheek Nieuwendammer,Pharmacy,amsterdam,Amsterdam,NL,Europe,nieuwendammerapotheek@ezorg.nl,+31 20 636 03 35,https://www.serviceapotheek.nl/nieuwendammer,1 Purmerplein 1023BC Amsterdam,52.39156,4.94358,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
f12a960ea41ea450ad40,Service Punt Buiksloterham,Pharmacy,amsterdam,Amsterdam,NL,Europe,buiksloterhamapotheek@ezorg.nl,+31 20 308 12 34,https://www.serviceapotheek.nl/servicepuntbuiksloterham,437 Distelweg 1031HD Amsterdam,52.39477,4.89926,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
4e0c06ac1de5a820c5e5,Service Punt Zeeburgereiland,Pharmacy,amsterdam,Amsterdam,NL,Europe,zeeburgereilandapotheek@ezorg.nl,+31 20 248 0012,https://www.serviceapotheek.nl/servicepuntzeeburgereiland,503a Eef Kamerbeekstraat 1095MP Amsterdam,52.37163,4.96797,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
87e7257a175378e12223,Slotermeer Apotheek,Pharmacy,amsterdam,Amsterdam,NL,Europe,info@slotermeerapotheek.nl,+31 20 613 1374,https://www.serviceapotheek.nl/slotermeer,85 Burgemeester De Vlugtlaan 1063BH Amsterdam,52.37981,4.83035,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
55b743cec3f31d1425a8,Zeeburg,Pharmacy,amsterdam,Amsterdam,NL,Europe,assistentapotheekzeeburg@ezorg.nl,+31 20 419 7393,https://www.apotheekzeeburg.nl/,1025 Oostelijke Handelskade 1019BW Amsterdam,52.37429,4.93634,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
f3c2094506249678d431,Zeilschool Het Nieuwe Meer,Sailing School,amsterdam,Amsterdam,NL,Europe,info@zeilschoolhetnieuwemeer.nl,+31 6 34930747,https://www.zeilschoolhetnieuwemeer.nl/,26 Tjotterspad 1081KD Amsterdam,52.33341,4.85215,,,osm,email,2,new,ok,"category ""Sailing School"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
308ed665b9a341896a08,Key Pharmacy,Pharmacy,athens,Αθήνα,GR,Europe,eshop@keypharmacy.gr,+302160043030,https://keypharmacy.gr,8 Πετμεζά 11742 Αθήνα,37.96619,23.72832,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
38d31c3b7f3dcc7fed6a,NewGenPharmacy,Pharmacy,athens,,GR,Europe,info@newgenpharmacy.gr,+302106748903,http://www.newgenpharmacy.gr,223 Μεσογείων,37.99714,23.7815,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
74d127accbc71bdcbe16,dafni's pharmacy,Pharmacy,athens,Δάφνη,GR,Europe,dafnispharmacy@gmail.com,+302109705775,,7 Μεγάλου Αλεξάνδρου 17235 Δάφνη,37.94984,23.73639,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
97c6f150cfb43adf5bd4,pharmadirect,Pharmacy,athens,Νέα Σμύρνη,GR,Europe,contact@pharmadirect.gr,+302109370080;+302109370082,https://pharmadirect.gr/,65 Μεγάλου Αλεξάνδρου 17121 Νέα Σμύρνη,37.94544,23.71133,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
ff60df432e62ee97a1f6,Βίκτωρ Γ. Παναγόπουλος,Pharmacy,athens,Ζωγράφου,GR,Europe,info@vipapharm.gr,+30 210 77 18687,https://vipapharm.gr/farmakeio-zografou-dr-victor-papagiannopoulos.htm,65 Ιοκάστης 15772 Ζωγράφου,37.9709,23.77687,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
448d692795b67bafbe82,Κοινωνικό Φαρμακείο Δήμου Ζωγράφου,Pharmacy,athens,Ζωγράφος,GR,Europe,koinonikofarmakeio@zografou.gr,+30 210 7481422,https://www.zografou.gov.gr/koinoniko-farmakeio-dimoy-zografoy/,5 Πολυφήμου 15771 Ζωγράφος,37.97859,23.76453,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
1ec0d538db65c423348c,Σαμαράς,Pharmacy,athens,Ζωγράφου,GR,Europe,info@samaraspharmacy.gr,+30 210 74 84486;+30 210 77 55564,https://www.samaraspharmacy.gr,85 Στρατάρχου Αλέξανδρου Παπάγου 15773 Ζωγράφου,37.978,23.76996,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
0b6b4c56001bead11aba,Τουρίκη,Pharmacy,athens,Καλλιθέα,GR,Europe,pharmacytouriki@gmail.com,2109572462,,22 Σιβιτανίδου 17676 Καλλιθέα,37.95862,23.69927,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
2c80b73cdc09a3a5021a,Φαρμακείο ΕΟΠΠΥ Καλλιθέας,Pharmacy,athens,Καλλιθέα,GR,Europe,kallitheafarmakeio@eopyy.gov.gr,+30 210 9485650 659,,49 Κολοκοτρώνη 17675 Καλλιθέα,37.94737,23.68731,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
b99b773f1126b9c313b4,Basílica de la Sagrada Família,Place Of Worship,barcelona,Barcelona,ES,Europe,informacio@ext.sagradafamilia.org,+34932080414,https://sagradafamilia.org/,401 Carrer de Mallorca 08013 Barcelona,41.4035,2.17428,,,osm,email,2,new,ok,"category ""Place Of Worship"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
7747b97d85faefafe0a5,Farmacia Andrea López,Pharmacy,barcelona,l'Hospitalet de Llobregat,ES,Europe,farmacia.andrealopez@gmail.com,+34 934 49 74 33,,33 Carrer del Rosselló 08903 l'Hospitalet de Llobregat,41.3721,2.12521,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
3cf39ff0cad776fcfdd9,Farmacia Mandri,Pharmacy,barcelona,Barcelona,ES,Europe,mmarch001@cofb.net,+34 934 175 030,http://www.farmaciamandri.com/,54 Carrer de Mandri 08022 Barcelona,41.40455,2.13267,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
257316847fd460128c73,Farmacia Palau Roig,Pharmacy,barcelona,,ES,Europe,farmaciapalauroig@cofb.net,+34 932634369,https://www.farmaciapalauroig.es/,68 Rambla de la Marina 08907,41.3503,2.11278,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
314d8c72a73f9a93ba8d,Farmacia Tuset,Pharmacy,barcelona,Barcelona,ES,Europe,info@farmaciatuset.com,+34 93 209 45 41,https://farmaciatuset.com/,34 carrer Tuset 08006 Barcelona,41.39663,2.15128,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
8cb84b03fa863e209874,Farmàcia Anna Sunyer Bellido,Pharmacy,barcelona,Barcelona,ES,Europe,info@farmaciasunyer.com,+34 933 00 98 05;+34 933 00 98 06,https://www.farmaciasunyer.com,102 Carrer de Llull 08005 Barcelona,41.39619,2.19589,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
ad70d8a9d14fc27c7c09,Farmàcia Badalona,Pharmacy,barcelona,Badalona,ES,Europe,bd@gruposor.com,+34 933999276,,31 Carretera Antiga de València 08914 Badalona,41.43856,2.22548,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
15104656244e9c59e89a,"Farmàcia Bruna Reverter, M. Àngels",Pharmacy,barcelona,Barcelona,ES,Europe,farmaciabruna288@gmail.com,+34934350542,,288 Carrer del Dos de Maig 08025 Barcelona,41.41006,2.17825,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
3894501b4e65091aaa23,"Farmàcia Castro Garnelo, M. Ariadna",Pharmacy,barcelona,Barcelona,ES,Europe,parafarmacia.adecastro@gmail.com,+34932030850,https://www.parafarmaciadecastro.com/,41 Carrer de l'Hort de la Vila 08017 Barcelona,41.39993,2.12458,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
c09c64af95a3ad01bfec,Farmàcia Craywinckel,Pharmacy,barcelona,Barcelona,ES,Europe,info@farmaciacraywinckel.cat,+34932471338,https://www.farmaciacraywinckel.cat/,7 Carrer de Craywinckel 08022 Barcelona,41.41201,2.13951,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
4b38fecafe65b10ef8ff,"Farmàcia De Vilarrubia Goula, M. Estel",Pharmacy,barcelona,l'Hospitalet de Llobregat,ES,Europe,info@farmaciaestel.com,+34 93 331 41 92,https://www.farmaciaestel.com/,42 Carrer de Santa Eulàlia 08902 l'Hospitalet de Llobregat,41.36743,2.1291,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
38f2634dbe2377c0ab9b,Farmàcia Faura Monguió,Pharmacy,barcelona,Badalona,ES,Europe,mfaura001@cofb.net,+34933870343,https://www.farmaciasbadalona.com,256 Avinguda d'Alfons XIII 08914 Badalona,41.43986,2.22886,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
978a8356a0fbb422b5fa,Farmàcia Jaume i Antoni Clapés Viñas,Pharmacy,barcelona,Barcelona,ES,Europe,info@farmaciaclapes.es,+34933466356,,211 carrer Gran de Sant Andreu 08030 Barcelona,41.4338,2.18925,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
a0d3c8126c15ff09d293,Farmàcia Josepa Salla Clarós,Pharmacy,barcelona,Badalona,ES,Europe,farmaciasalla@telefonica.net,+34 933887301,,44 Avinguda del Marquès de Sant Mori 08913 Badalona,41.43827,2.22027,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
76917601faf7cd33897f,Farmàcia Les Piràmides,Pharmacy,barcelona,Badalona,ES,Europe,farmacialespiramides@gmail.com,+34 933998231,,16 Carrer de Lleó Fontova 08913 Badalona,41.43613,2.21948,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
812e01685c848afa594d,Farmàcia Llefià,Pharmacy,barcelona,Badalona,ES,Europe,farmacia_llefia@hotmail.com,+34933876154,,1 Avinguda de Pius XII 08913 Badalona,41.43684,2.21764,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
3df41640f0d7b54b95ac,Farmàcia Lluís Casamayor Llòria,Pharmacy,barcelona,Badalona,ES,Europe,llcasamayor001@cofb.cat,+34934601260,,48-50 Carrer de Simancas 08918 Badalona,41.43354,2.22149,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
f607a8432a136ab30498,Farmàcia M. Rosa Santaeugènia Geronés,Pharmacy,barcelona,Barcelona,ES,Europe,atencion@farmaciasantaeugenia.es,+34933071155,http://www.farmaciasantaeugenia.es,45 rambla de Prim 08005 Barcelona,41.41349,2.21584,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
da55a4ba8e6ed46bf13a,"Farmàcia Martin Garcia, N / Vila Torrecilla, A",Pharmacy,barcelona,Barcelona,ES,Europe,avila003@cofb.net,+34 93 231 6055,,184 Carrer de Sardenya 08013 Barcelona,41.39693,2.18205,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
b46e89917187b5a7f287,Farmàcia Pont de Vallcarca,Pharmacy,barcelona,,ES,Europe,farmaciapontdevallcarca@gmail.com,+34 93 253 18 18,https://farmaciapontdevallcarca.com/,173-175 Avinguda de la República Argentina,41.41143,2.14253,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
42aca3f6b3d8c387d05b,Farmàcia Puchalt,Pharmacy,barcelona,Badalona,ES,Europe,farmaciapuchalt@gmail.com,+34933880146,,1 Carrer de Jerez de la Frontera 08918 Badalona,41.43293,2.22483,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
f957378307f04430771f,Farmàcia Travessera,Pharmacy,barcelona,,ES,Europe,travesserafarmacia@gmail.com,+34 932 18 89 85,,166 Travessera de Gràcia,41.40124,2.15778,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
de1f31b7e36b14973edc,Farmàcia Xavier Albert Diloy,Pharmacy,barcelona,Barcelona,ES,Europe,farmaciamaragall177@gmail.com,+34933519507,,177 Passeig de Maragall 08041 Barcelona,41.4229,2.17827,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
2928dce702bd5702cbcd,Farmàcia de l'Avinguda,Pharmacy,barcelona,Badalona,ES,Europe,info@farmaciaroserrelat.com,+34 933 87 42 99,https://www.farmaciaroserrelat.com,476-480 Avinguda d'Alfons XIII 08913 Badalona,41.43611,2.22176,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
af201c8863ec6eb87394,Farmácia Fernandez i Galofré,Pharmacy,barcelona,,ES,Europe,farmacia.fdez.galofre@gmail.com,+34 93 411 05 72,http://farmaciafernandezigalofre.com/,103 Gran Via de Carles III 08021,41.38711,2.12666,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
e0de2a0857354e6d39fb,I. Martínez Montero,Pharmacy,barcelona,,ES,Europe,farmaciaom18@gmail.com,+34 934410546;+34 610003904,https://www.farmamiramar.com/,13 Carrer de Peracamps 08001,41.37582,2.17493,,,osm,email,2,new,ok,"category ""Pharmacy"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
0e7baca1064469bc336d,A Touch of Paws,Pet Groomer,bath,Bath,GB,UK,atouchofpaws@gmail.com,+447586317805,,"48 Fairways, Bath, BA1 9",51.40834,-2.37253,,,overture,email,2,new,ok,"category ""Pet Groomer"" is not a travel-concierge listing — a recipient who was never the audience is the likeliest to report spam"
